,projectName,projectType,Skill_required
5068,PixelWare,Inventory Management System,GraphQL
5069,PixelWare,Inventory Management System,Java
5070,PixelWare,Inventory Management System,Information Security
5071,PixelWare,Inventory Management System,Accessibility
5072,SwiftShift Time Tracker,Budget Planner,Docker
5073,SwiftShift Time Tracker,Budget Planner,NoSQL
5074,SwiftShift Time Tracker,Budget Planner,Git
5075,SwiftShift Time Tracker,Budget Planner,Continuous Integration
5076,VortexVision Virtual Assistant,Mobile App,Technical Writing
5077,VortexVision Virtual Assistant,Mobile App,Communication
5078,VortexVision Virtual Assistant,Mobile App,Cryptography
5079,VortexVision Virtual Assistant,Mobile App,CSS
5080,DataForge Dashboard Creator,Payment Gateway,DevOps
5081,DataForge Dashboard Creator,Payment Gateway,AWS
5082,DataForge Dashboard Creator,Payment Gateway,Docker
5083,DataForge Dashboard Creator,Payment Gateway,Cybersecurity
5084,LogicLane Project Tracker,Data Visualization Tool,MySQL
5085,LogicLane Project Tracker,Data Visualization Tool,User Stories
5086,LogicLane Project Tracker,Data Visualization Tool,Artificial Intelligence
5087,LogicLane Project Tracker,Data Visualization Tool,Product Management
5088,AgileWare,Booking System,Machine Learning
5089,AgileWare,Booking System,Penetration Testing
5090,AgileWare,Booking System,Data Science
5091,AgileWare,Booking System,Python
5092,CodeCraft Web Builder,Human Resource Management System,JavaScript
5093,CodeCraft Web Builder,Human Resource Management System,HTML
5094,CodeCraft Web Builder,Human Resource Management System,Requirements Analysis
5095,CodeCraft Web Builder,Human Resource Management System,Troubleshooting
5096,BlueFinity Evoke,Desktop Software,.NET
5097,BlueFinity Evoke,Desktop Software,Interaction Design
5098,BlueFinity Evoke,Desktop Software,Technical Writing
5099,BlueFinity Evoke,Desktop Software,Problem Solving
5100,TechSpark,Supply Chain Management Software,Python
5101,TechSpark,Supply Chain Management Software,Documentation
5102,TechSpark,Supply Chain Management Software,Kubernetes
5103,TechSpark,Supply Chain Management Software,NoSQL
5104,InnovaTech,Social Networking Platform,Agile Product Management
5105,InnovaTech,Social Networking Platform,MySQL
5106,InnovaTech,Social Networking Platform,Test-Driven Development
5107,InnovaTech,Social Networking Platform,SQL
5108,DataForge Dashboard Creator,Appointment Scheduling Software,Swift
5109,DataForge Dashboard Creator,Appointment Scheduling Software,Wireframing
5110,DataForge Dashboard Creator,Appointment Scheduling Software,NoSQL
5111,DataForge Dashboard Creator,Appointment Scheduling Software,JavaScript
5112,InnovateSoft Budget Planner,Warehouse Management System,Swift
5113,InnovateSoft Budget Planner,Warehouse Management System,GraphQL
5114,InnovateSoft Budget Planner,Warehouse Management System,Business Analysis
5115,InnovateSoft Budget Planner,Warehouse Management System,NoSQL
5116,SwiftWave,CRM System,CSS
5117,SwiftWave,CRM System,Machine Learning
5118,SwiftWave,CRM System,Continuous Deployment
5119,SwiftWave,CRM System,Cybersecurity
5120,DataLink Inventory Tracker,Project Management Software,MySQL
5121,DataLink Inventory Tracker,Project Management Software,AWS
5122,DataLink Inventory Tracker,Project Management Software,Cryptography
5123,DataLink Inventory Tracker,Project Management Software,Data Analysis
5124,CyberTech,Document Management System,Continuous Deployment
5125,CyberTech,Document Management System,Continuous Integration
5126,CyberTech,Document Management System,Responsive Design
5127,CyberTech,Document Management System,Cybersecurity
5128,Streamline Solutions CRM,Warehouse Management System,Google Cloud Platform
5129,Streamline Solutions CRM,Warehouse Management System,UI/UX Design
5130,Streamline Solutions CRM,Warehouse Management System,Penetration Testing
5131,Streamline Solutions CRM,Warehouse Management System,Java
5132,InnovatePro,Remote Support Tool,Data Science
5133,InnovatePro,Remote Support Tool,Data Visualization
5134,InnovatePro,Remote Support Tool,C#
5135,InnovatePro,Remote Support Tool,Test-Driven Development
5136,SwiftShift Time Tracker,Workflow Management Software,Flask
5137,SwiftShift Time Tracker,Workflow Management Software,AWS
5138,SwiftShift Time Tracker,Workflow Management Software,Business Analysis
5139,SwiftShift Time Tracker,Workflow Management Software,JavaScript
5140,CyberCode Online Store,Crypto Trader,Problem Solving
5141,CyberCode Online Store,Crypto Trader,CI/CD
5142,CyberCode Online Store,Crypto Trader,Requirements Analysis
5143,CyberCode Online Store,Crypto Trader,Azure
5144,AgileFlow,Mobile App,Git
5145,AgileFlow,Mobile App,Kotlin
5146,AgileFlow,Mobile App,Flask
5147,AgileFlow,Mobile App,AWS
5148,TechNova Backup Solution,Customer Service Software,SQL
5149,TechNova Backup Solution,Customer Service Software,Interaction Design
5150,TechNova Backup Solution,Customer Service Software,Network Security
5151,TechNova Backup Solution,Customer Service Software,User Stories
5152,DataPulse,Backup Solution,PostgreSQL
5153,DataPulse,Backup Solution,Support
5154,DataPulse,Backup Solution,JavaScript
5155,DataPulse,Backup Solution,Requirements Analysis
5156,NexGen Mobile Scheduler,Human Resource Management System,Cryptography
5157,NexGen Mobile Scheduler,Human Resource Management System,Collaboration
5158,NexGen Mobile Scheduler,Human Resource Management System,React
5159,NexGen Mobile Scheduler,Human Resource Management System,PostgreSQL
5160,AgileWare,Help Desk Software,Information Security
5161,AgileWare,Help Desk Software,Prototyping
5162,AgileWare,Help Desk Software,Collaboration
5163,AgileWare,Help Desk Software,CSS
5164,AgileFlow,Payment Gateway,Test-Driven Development
5165,AgileFlow,Payment Gateway,HTML
5166,AgileFlow,Payment Gateway,JavaScript
5167,AgileFlow,Payment Gateway,Machine Learning
5168,TechSpark,Survey Software,DevOps
5169,TechSpark,Survey Software,JavaScript
5170,TechSpark,Survey Software,User Research
5171,TechSpark,Survey Software,Continuous Deployment
5172,CyberTech,Backup Solution,AWS
5173,CyberTech,Backup Solution,SQL
5174,CyberTech,Backup Solution,User Research
5175,CyberTech,Backup Solution,Docker
5176,PixelWare,Content Management System,NoSQL
5177,PixelWare,Content Management System,Support
5178,PixelWare,Content Management System,Requirements Analysis
5179,PixelWare,Content Management System,MongoDB
5180,AgileTech,Mobile App,Documentation
5181,AgileTech,Mobile App,Agile Methodologies
5182,AgileTech,Mobile App,Statistical Analysis
5183,AgileTech,Mobile App,Requirements Analysis
5184,AgileWare,Data Analyzer,Swift
5185,AgileWare,Data Analyzer,Documentation
5186,AgileWare,Data Analyzer,Information Security
5187,AgileWare,Data Analyzer,Agile Product Management
5188,CyberLink,CRM System,React
5189,CyberLink,CRM System,Penetration Testing
5190,CyberLink,CRM System,Node.js
5191,CyberLink,CRM System,User Research
5192,CatalystCommerce,Task Management Tool,Google Cloud Platform
5193,CatalystCommerce,Task Management Tool,DevOps
5194,CatalystCommerce,Task Management Tool,Support
5195,CatalystCommerce,Task Management Tool,Docker
5196,ByteForge,Help Desk Software,React
5197,ByteForge,Help Desk Software,Microservices
5198,ByteForge,Help Desk Software,Python
5199,ByteForge,Help Desk Software,Problem Solving
5200,FusionSoft Email Client,Content Delivery Network,UI/UX Design
5201,FusionSoft Email Client,Content Delivery Network,SQL
5202,FusionSoft Email Client,Content Delivery Network,Agile Product Management
5203,FusionSoft Email Client,Content Delivery Network,Penetration Testing
5204,BlueFinity Evoke,Mobile App,Google Cloud Platform
5205,BlueFinity Evoke,Mobile App,DevOps
5206,BlueFinity Evoke,Mobile App,CI/CD
5207,BlueFinity Evoke,Mobile App,Objective-C
5208,DataSync,Remote Support Tool,MongoDB
5209,DataSync,Remote Support Tool,RESTful API
5210,DataSync,Remote Support Tool,Cybersecurity
5211,DataSync,Remote Support Tool,Ruby
5212,ByteForge,Task Management Tool,RESTful API
5213,ByteForge,Task Management Tool,Wireframing
5214,ByteForge,Task Management Tool,PHP
5215,ByteForge,Task Management Tool,JavaScript
5216,VortexVision Virtual Assistant,Ticketing System,Docker
5217,VortexVision Virtual Assistant,Ticketing System,.NET
5218,VortexVision Virtual Assistant,Ticketing System,Requirements Analysis
5219,VortexVision Virtual Assistant,Ticketing System,Machine Learning
5220,SwiftCode,Time Tracking Tool,Business Analysis
5221,SwiftCode,Time Tracking Tool,Kubernetes
5222,SwiftCode,Time Tracking Tool,Machine Learning
5223,SwiftCode,Time Tracking Tool,Continuous Integration
5224,DataPulse,Online Marketplace,Troubleshooting
5225,DataPulse,Online Marketplace,Cybersecurity
5226,DataPulse,Online Marketplace,PostgreSQL
5227,DataPulse,Online Marketplace,Problem Solving
5228,PixelPulse,Content Management System,Cryptography
5229,PixelPulse,Content Management System,Continuous Integration
5230,PixelPulse,Content Management System,Technical Writing
5231,PixelPulse,Content Management System,Information Security
5232,InnovateSoft Budget Planner,Social Networking Platform,Data Analysis
5233,InnovateSoft Budget Planner,Social Networking Platform,Continuous Deployment
5234,InnovateSoft Budget Planner,Social Networking Platform,React
5235,InnovateSoft Budget Planner,Social Networking Platform,Leadership
5236,CyberLink,Data Visualization Tool,AWS
5237,CyberLink,Data Visualization Tool,Prototyping
5238,CyberLink,Data Visualization Tool,Documentation
5239,CyberLink,Data Visualization Tool,Cybersecurity
5240,CyberTech,Sales Forecasting Software,Continuous Integration
5241,CyberTech,Sales Forecasting Software,Cybersecurity
5242,CyberTech,Sales Forecasting Software,Vue.js
5243,CyberTech,Sales Forecasting Software,MongoDB
5244,VortexVision Virtual Assistant,Fleet Management System,Microservices
5245,VortexVision Virtual Assistant,Fleet Management System,Machine Learning
5246,VortexVision Virtual Assistant,Fleet Management System,Cybersecurity
5247,VortexVision Virtual Assistant,Fleet Management System,Ruby
5248,DataBridge,Healthcare Management System,CI/CD
5249,DataBridge,Healthcare Management System,Java
5250,DataBridge,Healthcare Management System,Troubleshooting
5251,DataBridge,Healthcare Management System,Accessibility
5252,FusionSoft Email Client,Virtual Assistant,RESTful API
5253,FusionSoft Email Client,Virtual Assistant,Git
5254,FusionSoft Email Client,Virtual Assistant,Documentation
5255,FusionSoft Email Client,Virtual Assistant,Interaction Design
5256,DataSync,Event Management Software,Behavior-Driven Development
5257,DataSync,Event Management Software,Machine Learning
5258,DataSync,Event Management Software,Swift
5259,DataSync,Event Management Software,NoSQL
5260,PixelPulse,Booking System,Accessibility
5261,PixelPulse,Booking System,Ruby
5262,PixelPulse,Booking System,Swift
5263,PixelPulse,Booking System,Artificial Intelligence
5264,AgileWare,Asset Management System,Kotlin
5265,AgileWare,Asset Management System,Java
5266,AgileWare,Asset Management System,AWS
5267,AgileWare,Asset Management System,Data Visualization
5268,ByteBlitz Document Manager,Social Networking Platform,Communication
5269,ByteBlitz Document Manager,Social Networking Platform,Objective-C
5270,ByteBlitz Document Manager,Social Networking Platform,NoSQL
5271,ByteBlitz Document Manager,Social Networking Platform,PHP
5272,QuickTech Remote Support,Customer Relationship Management,Continuous Integration
5273,QuickTech Remote Support,Customer Relationship Management,JavaScript
5274,QuickTech Remote Support,Customer Relationship Management,Cryptography
5275,QuickTech Remote Support,Customer Relationship Management,Data Analysis
5276,PixelPulse,Retail Management System,UI/UX Design
5277,PixelPulse,Retail Management System,Prototyping
5278,PixelPulse,Retail Management System,Agile Methodologies
5279,PixelPulse,Retail Management System,Cybersecurity
5280,ByteForge,Task Management Tool,Continuous Integration
5281,ByteForge,Task Management Tool,Responsive Design
5282,ByteForge,Task Management Tool,Wireframing
5283,ByteForge,Task Management Tool,User Stories
5284,DataSync,Customer Relationship Management,Git
5285,DataSync,Customer Relationship Management,GraphQL
5286,DataSync,Customer Relationship Management,Leadership
5287,DataSync,Customer Relationship Management,Containerization
5288,TechNova Backup Solution,Warehouse Management System,Kubernetes
5289,TechNova Backup Solution,Warehouse Management System,PostgreSQL
5290,TechNova Backup Solution,Warehouse Management System,User Research
5291,TechNova Backup Solution,Warehouse Management System,HTML
5292,SwiftShift Time Tracker,Retail Management System,HTML
5293,SwiftShift Time Tracker,Retail Management System,Accessibility
5294,SwiftShift Time Tracker,Retail Management System,Vue.js
5295,SwiftShift Time Tracker,Retail Management System,Business Analysis
5296,CyberLink,Desktop Software,Data Analysis
5297,CyberLink,Desktop Software,MySQL
5298,CyberLink,Desktop Software,Swift
5299,CyberLink,Desktop Software,Kubernetes
5300,TechSprint,Email Client,Continuous Integration
5301,TechSprint,Email Client,Cybersecurity
5302,TechSprint,Email Client,User Research
5303,TechSprint,Email Client,Accessibility
5304,DataCraft,Supply Chain Management Software,.NET
5305,DataCraft,Supply Chain Management Software,HTML
5306,DataCraft,Supply Chain Management Software,Microservices
5307,DataCraft,Supply Chain Management Software,Interaction Design
5308,ByteForge,Time Tracking Tool,DevOps
5309,ByteForge,Time Tracking Tool,Accessibility
5310,ByteForge,Time Tracking Tool,Ruby
5311,ByteForge,Time Tracking Tool,Continuous Deployment
5312,PixelPlex Crypto Trader,Ticketing System,Data Visualization
5313,PixelPlex Crypto Trader,Ticketing System,Support
5314,PixelPlex Crypto Trader,Ticketing System,Scrum
5315,PixelPlex Crypto Trader,Ticketing System,.NET
5316,TechSpark,Content Delivery Network,Requirements Analysis
5317,TechSpark,Content Delivery Network,Git
5318,TechSpark,Content Delivery Network,Technical Writing
5319,TechSpark,Content Delivery Network,Interaction Design
5320,ByteForge,Asset Management System,Prototyping
5321,ByteForge,Asset Management System,Communication
5322,ByteForge,Asset Management System,User Stories
5323,ByteForge,Asset Management System,Flask
5324,BlueFinity Evoke,Budget Planner,Containerization
5325,BlueFinity Evoke,Budget Planner,Troubleshooting
5326,BlueFinity Evoke,Budget Planner,Kotlin
5327,BlueFinity Evoke,Budget Planner,Leadership
5328,PixelPlex Crypto Trader,Online Marketplace,Test-Driven Development
